"task_gid","name","assignee_gid","project_name","project_gid","section_name","due_on","start_on","completed","completed_at","routine_rw","priority_rw","importance_rw","kiro_rw","next_action_rw","begin_date_rw","flex_fields"
"1213954957625028","��� Approve: Enhanced Match / LiveRamp ��� Audience Expansion","1212732742544167","ABPS AI - Content","1213917352480610","Intake","","","false","","","","","","","2026-04-04",""
"1213954957645131","��� Approve: AU Paid Search ��� Market Wiki","1212732742544167","ABPS AI - Content","1213917352480610","Intake","","","false","","","","","","","2026-04-04",""
"1213953295002324","��� Approve: OCI Execution Guide","1212732742544167","ABPS AI - Content","1213917352480610","Intake","","","false","","","","","","","2026-04-04",""
"1213925754340958","Stakeholder Communication Guide","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Communication. Stakeholder Communication Guide.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Communication"", ""Audience_RW"": ""Personal"", ""Path_RW"": ""~/shared/artifacts/communication/2026-03-25-stakeholder-comms-guide.md"", ""Frequency_RW"": ""Monthly""}"
"1213925647445346","Q2 2026 Initiative Status & Priorities","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, monthly. Q2 Initiative Status. | pipeline: REVIEW (not yet scored)","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-04-04-q2-initiative-status.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213925647459466","GenAI Search Traffic ��� What We Know and What It Means for PS","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, one-time. GenAI Search Traffic. | pipeline: REVIEW (not yet scored)","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-04-04-genai-search-traffic.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213925549385885","Paid Search Testing Approach & Year Ahead","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/5: Published FINAL. Eval A: 8.4/10, Eval B: 8.2/10. Full pipeline through kiro-cli agents. V5: appendix-heavy structure, OP1 framing, deduplicated data, trainer voice removed. Second article published.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-testing-approach-kate.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Published""}"
"1213925516246590","OCI Rollout Playbook ��� From E2E to 100% in Any Market","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Published FINAL. Eval A: 8.4/10 PUBLISH. Eval B: 7.8/10. Full pipeline: wiki-writer rewrite ��� v2 revision (narrative over status) ��� dual blind eval ��� wiki-librarian publish. First article through real kiro-cli agent pipeline.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-oci-rollout-playbook.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Published""}"
"1213954951048994","Ad Copy Testing Framework","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy, monthly. Ad copy testing framework.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-ad-copy-testing-framework.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925549433825","Email Overlay WW Rollout Plan","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy, monthly. Email overlay WW rollout.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-email-overlay-ww-rollout.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925549433986","AI Max Test Design ��� US Market","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy, monthly. AI Max US test design.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-ai-max-test-design.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213954951075984","AU NB Testing Proposal ��� MRO/Trades Vertical","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy, monthly. AU NB MRO/Trades test.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-au-nb-mro-trades-proposal.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213954951120691","Project Baloo ��� Shopping Ads for Amazon Business","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy, monthly. Project Baloo overview.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-04-04-project-baloo-overview.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925647915195","Workstream 2: Modern Search","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy. Modern Search Workstream.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-workstream-modern-search.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213925754103177","Workstream 1: Intelligent Bidding (OCI)","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy. OCI Bidding Workstream.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-workstream-oci-bidding.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213925733024101","Workstream 3: Audiences","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy. Audiences Workstream.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-workstream-audiences-lifecycle.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213955491611923","Workstream 4: User Experience","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy. User Experience Workstream.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-workstream-user-experience.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213955491618264","Workstream 5: Algorithmic Ads","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy. Algorithmic Ads Workstream.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-03-25-workstream-algorithmic-ads.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213955495811354","AB Paid Search Program Wiki","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Reference. AB Paid Search Program Wiki.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Program Details"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/program-details/2026-03-25-ab-paid-search-wiki.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925647933633","MX Paid Search ��� Market Wiki","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Reference. MX Market Wiki.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Program Details"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/program-details/2026-03-25-mx-market-wiki.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925733042547","OCI Execution Guide","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/5: Published FINAL. Eval A: 8.6, Eval B: 8.8 (strongest in batch). Appendix-heavy: troubleshooting + market status to appendices.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Program Details"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/program-details/2026-04-04-oci-execution-guide.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Published""}"
"1213925733091034","WW Testing Tracker","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Reference. WW Testing Tracker.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Program Details"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/program-details/2026-03-25-ww-testing-tracker.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925733100401","Team Capacity and Workload Distribution","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Reference. Team Workload Distribution.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Program Details"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/program-details/2026-04-04-team-workload-distribution.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213925733093966","Polaris WW Rollout ��� Status and Decision Log","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Reference. Polaris WW Rollout Status.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Program Details"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/program-details/2026-04-04-polaris-rollout-status.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925733090815","Market Reference: AB Paid Search Across 10 Markets","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Reference. Market Reference 10 Markets.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Program Details"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/program-details/2026-03-25-market-reference.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925648102375","AU Keyword CPA Dashboard ��� Design","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Reporting. AU Keyword CPA Dashboard.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/reporting/2026-03-25-au-keyword-cpa-dashboard.md"", ""Frequency_RW"": ""One-time"", ""Pipeline_RW"": ""Review""}"
"1213925648113679","WBR Callout Template & Guide","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Reporting. WBR Callout Template & Guide.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/reporting/2026-03-25-wbr-callout-guide.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925733264874","Campaign Link Generator Spec","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Tools. Campaign Link Generator Spec.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Tools"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/tools/2026-03-25-campaign-link-generator-spec.md"", ""Frequency_RW"": ""One-time"", ""Pipeline_RW"": ""Review""}"
"1213954951680204","Budget Forecast Helper Spec","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Tools. Budget Forecast Helper Spec.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Tools"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/tools/2026-03-25-budget-forecast-helper-spec.md"", ""Frequency_RW"": ""One-time"", ""Pipeline_RW"": ""Review""}"
"1213925648194804","Stakeholder Communication Guide","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. communication, one-time. Stakeholder Comms Guide. | pipeline: REVIEW (not yet scored)","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Communication"", ""Audience_RW"": ""Personal"", ""Path_RW"": ""~/shared/artifacts/communication/2026-03-25-stakeholder-comms-guide.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925648144613","Google Ads Campaign Structure Standards","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Best Practices. Google Ads Campaign Structure Standards.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Best Practices"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/best-practices/2026-03-25-google-ads-campaign-structure.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925733287816","Landing Page Testing Playbook","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Best Practices. Landing Page Testing Playbook.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Best Practices"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/best-practices/2026-03-25-landing-page-testing-playbook.md"", ""Frequency_RW"": ""One-time"", ""Pipeline_RW"": ""Review""}"
"1213925648150955","Invoice &amp; PO Process Guide","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Best Practices. Invoice & PO Process Guide.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Best Practices"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/best-practices/2026-03-25-invoice-po-process-guide.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213925515835393","OCI Impact Summary ��� The Business Case","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. Strategy, quarterly, OCI business case. Score: 8.4/10.","Content synced from file. Next: update when OCI CA goes live.","2026-04-04","{""Path_RW"": ""~/shared/artifacts/strategy/2026-04-04-oci-business-case.md"", ""Frequency_RW"": ""Quarterly""}"
"1213925516128369","ie%CCP Planning & Optimization Framework","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/5: Published FINAL. Eval A: 8.6, Eval B: 8.2. Appendix-heavy: formulas/scenarios/levers to 4 appendices. Decision doc framing. TODO: -10% haircut justification.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-03-30-ieccp-planning-framework.md"", ""Frequency_RW"": ""One-time"", ""Pipeline_RW"": ""Published""}"
"1213954950900701","Competitive Landscape: Who's Bidding Against Amazon Business","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, one-time. Competitive Landscape. | pipeline: REVIEW (not yet scored)","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-03-25-competitive-landscape.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Review""}"
"1213953288179600","Cross-Market Playbook ��� US ��� EU5 ��� RoW","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, one-time. Cross-Market Playbook.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-03-25-cross-market-playbook.md"", ""Frequency_RW"": ""One-time"", ""Pipeline_RW"": ""Review""}"
"1213953288179823","F90 Lifecycle Program Strategy","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, one-time. F90 Lifecycle Strategy. | pipeline: REVIEW (not yet scored)","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-03-25-f90-lifecycle-strategy.md"", ""Frequency_RW"": ""One-time"", ""Pipeline_RW"": ""Review""}"
"1213925647329369","The Body System ��� Architecture for Personal AI Operating Systems","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, one-time. Body System Architecture. | pipeline: REVIEW (not yet scored)","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Personal"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-03-25-body-system-architecture.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213925647211049","AEO / AI Overviews POV ��� Amazon Business Paid Search","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, one-time. AEO AI Overviews POV. | pipeline: REVIEW (not yet scored)","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-03-25-aeo-ai-overviews-pov.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213925647315051","Agentic Paid Search ��� Vision & Roadmap","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, one-time. Agentic PS Vision. | pipeline: REVIEW (not yet scored)","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Personal"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-03-25-agentic-ps-vision.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213925515939548","Agentic Marketing ��� Industry Landscape & Amazon Context","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/4: Wiki sync. strategy, one-time. Agentic Marketing Landscape. | pipeline: REVIEW (not yet scored)","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Strategy"", ""Audience_RW"": ""Personal"", ""Path_RW"": ""~/shared/artifacts/strategy/2026-03-25-agentic-marketing-landscape.md"", ""Frequency_RW"": ""Quarterly"", ""Pipeline_RW"": ""Review""}"
"1213953288745383","AU Paid Search ��� Market Wiki","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/5: Published FINAL. Eval A: 8.4, Eval B: 8.0. Appendix-heavy: stakeholders + sources to appendices. W13 data needs refresh within 2 weeks.","Content synced from file. Review for staleness per audit.","2026-04-04","{""Category_RW"": ""Program Details"", ""Audience_RW"": ""Team"", ""Path_RW"": ""~/shared/artifacts/program-details/2026-04-04-au-market-wiki.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Published""}"
"1213925516289208","Enhanced Match / LiveRamp ��� Audience Expansion","1212732742544167","ABPS AI - Content","1213917352480610","Review","","","false","","Wiki","Not urgent","","4/5: Published FINAL. Eval A: 8.2, Eval B: 8.2. Appendix-heavy: decision guide + sources to appendices. Time-bound doc ��� needs refresh when Abdul answers Brandon's 4 questions.","Content synced. Review per audit.","2026-04-04","{""Category_RW"": ""Testing"", ""Audience_RW"": ""Leadership"", ""Path_RW"": ""~/shared/artifacts/testing/2026-04-04-enhanced-match-liveramp.md"", ""Frequency_RW"": ""Monthly"", ""Pipeline_RW"": ""Published""}"
"1213958643249348","Agent System Architecture ��� wiki article updated","1212732742544167","ABPS AI - Build","1213379551525587","Active Development","","","false","","","","","4/5: Shipped. Architecture doc updated through full wiki pipeline. Covers body system, hooks, 13 agents, .md/.json dual-file pattern.","Update quarterly or on structural changes (new agents, new hooks, new organs)","2026-04-04","{""Frequency_RW"": ""Quarterly"", ""Levels_RW"": ""L5: Agentic Orchestration"", ""Audience_RW"": ""Agent""}"
"1213917853447785","Asana Command Center Integration","1212732742544167","ABPS AI - Build","1213379551525587","Active Development","","","false","","Core","Not urgent","","4/4: Build. Asana command center. L5. In dev.","Continue Asana MCP integration development","2026-04-02","{""Levels_RW"": ""L5: Agentic Orchestration""}"
"1213917833443720","Morning Routine (AM-1/2/3)","1212732742544167","ABPS AI - Build","1213379551525587","Active Development","","","false","","Core","Not urgent","","4/4: Build. AM routine hooks. L5. In dev.","Continue AM hook development and testing","2026-04-02","{""Frequency_RW"": ""Weekly"", ""Levels_RW"": ""L5: Agentic Orchestration""}"
"1213917968634410","PS Analytics Data Layer (DuckDB)","1212732742544167","ABPS AI - Build","1213379551525587","Shipped","","","false","","","","","4/5: Shipped. query.py + DuckDB MCP. Weekly metrics, projections, agent state, callout scores. Core data infrastructure.","","2026-04-02","{""Frequency_RW"": ""Weekly"", ""Levels_RW"": ""L5: Agentic Orchestration"", ""Audience_RW"": ""Agent""}"
"1213930231347406","Agent Bridge (Google Sheets/Docs)","1212732742544167","ABPS AI - Build","1213379551525587","Shipped","","","false","","","","","4/5: Shipped. Google Sheets/Docs bridge for portable context. Needs Apps Script trigger setup on local.","","2026-04-02","{""Frequency_RW"": ""Weekly"", ""Levels_RW"": ""L5: Agentic Orchestration"", ""Audience_RW"": ""Personal""}"
"1213917853456285","WBR Callout Pipeline","1212732742544167","ABPS AI - Build","1213379551525587","Shipped","","","false","","","","","4/5: Shipped. 3 parameterized agents (market-analyst, callout-writer, callout-reviewer). All 13 agents now have JSON configs + CLI invocation. Runs weekly for 10 markets.","","2026-04-02","{""Frequency_RW"": ""Weekly"", ""Levels_RW"": ""L2: Drive WW Testing, L5: Agentic Orchestration"", ""Audience_RW"": ""Agent""}"
"1213917853456301","Bayesian Prediction Engine","1212732742544167","ABPS AI - Build","1213379551525587","Shipped","","","false","","","","","4/5: Shipped. NL question parsing, conjugate priors, credible intervals. One-time build, used by nervous system calibration.","","2026-04-02","{""Frequency_RW"": ""One-time"", ""Levels_RW"": ""L5: Agentic Orchestration"", ""Audience_RW"": ""Agent""}"
"1213930231361406","Attention Tracker","1212732742544167","ABPS AI - Build","1213379551525587","Shipped","","","false","","","","","4/5: Shipped. Browser/window/idle monitoring. Needs local deployment ��� not usable on DevSpaces.","","2026-04-02","{""Frequency_RW"": ""One-time"", ""Levels_RW"": ""L1: Sharpen Yourself"", ""Audience_RW"": ""Personal""}"
"1213917833386312","Dashboard Ingester","1212732742544167","ABPS AI - Build","1213379551525587","Shipped","","","false","","","","","4/5: Shipped. xlsx ��� DuckDB ingestion. ie%CCP bug fixed 3/30. Runs weekly before WBR callout pipeline.","","2026-04-02","{""Frequency_RW"": ""Weekly"", ""Levels_RW"": ""L2: Drive WW Testing, L5: Agentic Orchestration"", ""Audience_RW"": ""Agent""}"
"1213379551525584","Paid Acq Agent Swarm (Alpha)","1212732742544167","ABPS AI - Build","1213379551525587","Ideas / Backlog","","","false","","Core","Not urgent","","4/4: Build project ��� multi-agent swarm concept for PS automation. L5 Agentic. Idea stage. SSE connection error in previous session ��� needs retry. Long-horizon R&D. Not a content task ��� this is system development.","Retry SSE connection test when AgentSpaces is stable ��� no urgency","2026-02-23","{""Levels_RW"": ""L5: Agentic Orchestration""}"
